run_date,games_complete,v3_tips,v3_rank,field_n,leader,leader_tips,v4_tips,v4_rank,punters_tips,market_gap,close_n,close_v3,close_v4,close_punters,close_field_pct,alert
2026-06-13,116,86,4,28,Wheelo Ratings,88,82,12,83,3,49,34,30,31,0.5844,1
