matchId,season,date,home,away,venue,p_v3,pred_v3,p_w,pred_w,actual
1715,2024,2024-05-25,Geelong,GWS Giants,Kardinia Park,0.6006,6.98,0.7130,17.60,-4
1716,2024,2024-05-25,Richmond,Essendon,MCG,0.2822,-16.97,0.2550,-20.70,-12
1717,2024,2024-05-26,Hawthorn,Brisbane Lions,Marvel Stadium,0.3592,-10.14,0.4210,-6.30,25
1718,2024,2024-05-26,Melbourne,St Kilda,MCG,0.7352,18.69,0.6870,15.30,38
1719,2024,2024-05-26,Adelaide,West Coast,Adelaide Oval,0.7351,18.68,0.7760,23.80,99
1720,2024,2024-05-30,Port Adelaide,Carlton,Adelaide Oval,0.6023,7.11,0.6570,12.70,-36
1721,2024,2024-05-31,Collingwood,Western Bulldogs,Marvel Stadium,0.6480,10.73,0.3760,-10.00,-18
1722,2024,2024-06-01,Hawthorn,Adelaide,MCG,0.5117,0.75,0.5590,4.70,27
1723,2024,2024-06-01,West Coast,St Kilda,Perth Stadium,0.3445,-11.35,0.3820,-9.40,-14
1724,2024,2024-06-01,Geelong,Richmond,Kardinia Park,0.8435,31.76,0.9310,46.60,30
1725,2024,2024-06-02,Melbourne,Fremantle,Traeger Park,0.6347,9.64,0.6620,13.10,-92
1726,2024,2024-06-02,Gold Coast,Essendon,Carrara,0.5084,0.54,0.5700,5.50,11
1727,2024,2024-06-06,Adelaide,Richmond,Adelaide Oval,0.7267,17.84,0.6950,16.20,-8
1728,2024,2024-06-07,Western Bulldogs,Brisbane Lions,Marvel Stadium,0.5135,0.87,0.5790,6.30,-43
1729,2024,2024-06-08,Hawthorn,GWS Giants,UTAS Stadium,0.5073,0.47,0.5900,7.20,6
1730,2024,2024-06-08,West Coast,North Melbourne,Perth Stadium,0.6476,10.70,0.7850,25.10,-9
1731,2024,2024-06-08,St Kilda,Gold Coast,Marvel Stadium,0.5799,5.44,0.6320,10.80,3
1732,2024,2024-06-09,Sydney,Geelong,SCG,0.8030,26.29,0.7530,21.80,30
1733,2024,2024-06-09,Essendon,Carlton,MCG,0.4639,-2.37,0.4190,-6.50,-26
1734,2024,2024-06-10,Collingwood,Melbourne,MCG,0.5621,4.17,0.5100,0.80,38
1735,2024,2024-06-14,Brisbane Lions,St Kilda,Gabba,0.7845,24.05,0.8120,28.20,20
1736,2024,2024-06-15,Western Bulldogs,Fremantle,Marvel Stadium,0.5015,0.09,0.6000,8.10,67
1737,2024,2024-06-15,Richmond,Hawthorn,MCG,0.3426,-11.51,0.2700,-19.60,-48
1738,2024,2024-06-15,Adelaide,Sydney,Adelaide Oval,0.1859,-27.69,0.2950,-17.10,-42
1739,2024,2024-06-16,North Melbourne,Collingwood,Marvel Stadium,0.2092,-24.79,0.1310,-35.70,-1
1740,2024,2024-06-16,GWS Giants,Port Adelaide,Sydney Showground,0.6230,8.71,0.6780,14.70,22
1741,2024,2024-06-21,Carlton,Geelong,MCG,0.6608,11.81,0.4860,-1.10,63
1742,2024,2024-06-22,Port Adelaide,Brisbane Lions,Adelaide Oval,0.3867,-7.95,0.3830,-9.50,-79
1743,2024,2024-06-22,GWS Giants,Sydney,Sydney Showground,0.3285,-12.72,0.3260,-14.30,-27
1744,2024,2024-06-22,Melbourne,North Melbourne,MCG,0.8335,30.33,0.8520,33.20,3
1745,2024,2024-06-23,Essendon,West Coast,Marvel Stadium,0.8046,26.49,0.8640,34.90,30
1746,2024,2024-06-23,Fremantle,Gold Coast,Perth Stadium,0.6824,13.68,0.6860,15.40,20
1747,2024,2024-06-28,Brisbane Lions,Melbourne,Gabba,0.7664,21.98,0.8580,34.30,5
1748,2024,2024-06-29,North Melbourne,Western Bulldogs,Marvel Stadium,0.1769,-28.90,0.0550,-51.10,-17
1749,2024,2024-06-29,Sydney,Fremantle,SCG,0.7928,25.03,0.8310,30.70,-1
1750,2024,2024-06-29,Gold Coast,Collingwood,Carrara,0.4391,-4.08,0.5030,0.30,11
1751,2024,2024-06-29,Adelaide,GWS Giants,Adelaide Oval,0.3776,-8.66,0.4910,-0.70,16
1752,2024,2024-06-29,Geelong,Essendon,MCG,0.5506,3.36,0.4600,-3.20,45
1753,2024,2024-06-30,St Kilda,Port Adelaide,Marvel Stadium,0.5714,4.83,0.6300,10.70,-2
1754,2024,2024-06-30,Richmond,Carlton,MCG,0.2051,-25.29,0.1570,-32.30,-61
1755,2024,2024-06-30,West Coast,Hawthorn,Perth Stadium,0.3087,-14.48,0.3710,-10.60,-61
1756,2024,2024-07-05,Collingwood,Essendon,MCG,0.6741,12.95,0.6550,12.90,-12
1757,2024,2024-07-06,Port Adelaide,Western Bulldogs,Adelaide Oval,0.4819,-1.17,0.4330,-5.40,48
1758,2024,2024-07-06,North Melbourne,Gold Coast,Marvel Stadium,0.2620,-18.97,0.2060,-26.40,4
1759,2024,2024-07-06,Geelong,Hawthorn,Kardinia Park,0.6110,7.77,0.5700,5.70,51
1760,2024,2024-07-06,GWS Giants,Carlton,Sydney Showground,0.4048,-6.57,0.3740,-10.40,12
1761,2024,2024-07-06,Fremantle,Richmond,Perth Stadium,0.8648,35.08,0.9140,44.10,51
1762,2024,2024-07-07,Melbourne,West Coast,MCG,0.8033,26.32,0.7880,25.80,54
1763,2024,2024-07-07,St Kilda,Sydney,Marvel Stadium,0.2087,-24.86,0.2380,-23.00,2
1764,2024,2024-07-07,Brisbane Lions,Adelaide,Gabba,0.8006,25.99,0.8360,31.60,11
1765,2024,2024-07-12,Collingwood,Geelong,MCG,0.5639,4.30,0.4390,-4.90,-20
1766,2024,2024-07-13,Hawthorn,Fremantle,UTAS Stadium,0.4862,-0.89,0.5790,6.50,13
1767,2024,2024-07-13,Sydney,North Melbourne,SCG,0.9362,50.32,0.9620,57.70,79
1768,2024,2024-07-13,Western Bulldogs,Carlton,Marvel Stadium,0.4054,-6.53,0.4730,-2.20,14
1769,2024,2024-07-13,Adelaide,St Kilda,Adelaide Oval,0.5609,4.08,0.5830,6.80,32
1770,2024,2024-07-13,Melbourne,Essendon,MCG,0.5276,1.80,0.4050,-7.80,17
1771,2024,2024-07-14,Gold Coast,Port Adelaide,Carrara,0.4412,-3.94,0.4930,-0.60,14
1772,2024,2024-07-14,Richmond,GWS Giants,MCG,0.2508,-20.14,0.3030,-16.80,-24
1773,2024,2024-07-14,West Coast,Brisbane Lions,Perth Stadium,0.1396,-34.36,0.1490,-33.80,-13
1774,2024,2024-07-19,Essendon,Adelaide,Marvel Stadium,0.6701,12.60,0.6650,13.80,-2
1775,2024,2024-07-20,St Kilda,West Coast,Marvel Stadium,0.8318,30.09,0.8920,40.00,72
1776,2024,2024-07-20,GWS Giants,Gold Coast,Sydney Showground,0.7162,16.81,0.6170,9.60,39
1777,2024,2024-07-20,Hawthorn,Collingwood,MCG,0.6158,8.14,0.5360,2.90,66
1778,2024,2024-07-20,Geelong,Western Bulldogs,Kardinia Park,0.5726,4.91,0.5490,4.00,-47
1779,2024,2024-07-20,Port Adelaide,Richmond,Adelaide Oval,0.8206,28.56,0.9110,43.60,41
1780,2024,2024-07-21,Brisbane Lions,Sydney,Gabba,0.4882,-0.76,0.5370,3.00,2
1781,2024,2024-07-21,Fremantle,Melbourne,Perth Stadium,0.6923,14.57,0.7820,25.20,50
1782,2024,2024-07-21,Carlton,North Melbourne,Marvel Stadium,0.8734,36.53,0.8940,40.30,19
1783,2024,2024-07-26,Carlton,Port Adelaide,Marvel Stadium,0.6329,9.50,0.5360,2.90,-14
1784,2024,2024-07-27,North Melbourne,Geelong,Ninja Stadium,0.2627,-18.90,0.1680,-31.20,-40
1785,2024,2024-07-27,St Kilda,Essendon,Marvel Stadium,0.5137,0.88,0.4460,-4.40,53
1786,2024,2024-07-27,Gold Coast,Brisbane Lions,Carrara,0.3291,-12.67,0.4780,-1.80,-28
1787,2024,2024-07-27,Melbourne,GWS Giants,MCG,0.4716,-1.85,0.4960,-0.30,-2
1788,2024,2024-07-27,Fremantle,West Coast,Perth Stadium,0.8938,40.28,0.9060,42.90,35
1789,2024,2024-07-28,Collingwood,Richmond,MCG,0.8123,27.47,0.7750,24.60,26
1790,2024,2024-07-28,Sydney,Western Bulldogs,SCG,0.6856,13.97,0.5260,2.10,-39
1791,2024,2024-07-28,Adelaide,Hawthorn,Adelaide Oval,0.4069,-6.42,0.4240,-6.20,-66
1792,2024,2024-08-02,Western Bulldogs,Melbourne,Marvel Stadium,0.7346,18.63,0.8590,34.50,51
1793,2024,2024-08-02,West Coast,Gold Coast,Perth Stadium,0.3152,-13.90,0.2960,-17.30,10
1794,2024,2024-08-03,North Melbourne,Richmond,Marvel Stadium,0.5069,0.44,0.3250,-14.60,13
1795,2024,2024-08-03,Geelong,Adelaide,Kardinia Park,0.7093,16.15,0.7600,22.70,5
1796,2024,2024-08-03,Collingwood,Carlton,MCG,0.5268,1.75,0.3510,-12.30,3
1797,2024,2024-08-03,Port Adelaide,Sydney,Adelaide Oval,0.4428,-3.82,0.5350,2.80,112
1798,2024,2024-08-04,GWS Giants,Hawthorn,Manuka Oval,0.5435,2.87,0.3910,-8.90,2
1799,2024,2024-08-04,Essendon,Fremantle,MCG,0.3985,-7.05,0.4300,-5.70,1
1800,2024,2024-08-04,St Kilda,Brisbane Lions,Marvel Stadium,0.3460,-11.23,0.3690,-10.80,-85
1801,2024,2024-08-09,Sydney,Collingwood,SCG,0.7176,16.95,0.7320,20.30,3
1802,2024,2024-08-10,North Melbourne,West Coast,Ninja Stadium,0.5452,2.99,0.5560,4.60,-5
1803,2024,2024-08-10,Brisbane Lions,GWS Giants,Gabba,0.7248,17.65,0.8060,28.30,-18
1804,2024,2024-08-10,Fremantle,Geelong,Perth Stadium,0.5530,3.53,0.5110,0.90,-11
1805,2024,2024-08-10,Essendon,Gold Coast,Marvel Stadium,0.6531,11.15,0.5790,6.50,-1
1806,2024,2024-08-10,Melbourne,Port Adelaide,MCG,0.4207,-5.40,0.2520,-21.90,-2
1807,2024,2024-08-11,Carlton,Hawthorn,MCG,0.5307,2.01,0.5010,0.10,-74
1808,2024,2024-08-11,Richmond,St Kilda,Marvel Stadium,0.3130,-14.09,0.2590,-21.20,-48
1809,2024,2024-08-11,Adelaide,Western Bulldogs,Adelaide Oval,0.3322,-12.40,0.2760,-19.50,39
1810,2024,2024-08-16,Essendon,Sydney,Marvel Stadium,0.3863,-7.98,0.4810,-1.60,-39
1811,2024,2024-08-17,GWS Giants,Fremantle,Sydney Showground,0.6976,15.06,0.7810,25.40,9
1812,2024,2024-08-17,Gold Coast,Melbourne,Carrara,0.5326,2.14,0.6790,15.20,-54
1813,2024,2024-08-17,Collingwood,Brisbane Lions,MCG,0.3857,-8.03,0.3090,-16.30,1
1814,2024,2024-08-17,Port Adelaide,Adelaide,Adelaide Oval,0.7217,17.35,0.7300,20.10,22
1815,2024,2024-08-17,St Kilda,Geelong,Marvel Stadium,0.4857,-0.92,0.4250,-6.20,18
1816,2024,2024-08-18,Western Bulldogs,North Melbourne,Marvel Stadium,0.8987,41.27,0.9590,57.00,96
1817,2024,2024-08-18,Hawthorn,Richmond,MCG,0.9083,43.30,0.9000,42.00,63
1818,2024,2024-08-18,West Coast,Carlton,Perth Stadium,0.4084,-6.30,0.4800,-1.60,-65
1819,2024,2024-08-23,Melbourne,Collingwood,MCG,0.4856,-0.93,0.3900,-9.10,-46
1820,2024,2024-08-24,Hawthorn,North Melbourne,UTAS Stadium,0.9080,43.23,0.9640,58.60,124
1821,2024,2024-08-24,Geelong,West Coast,Kardinia Park,0.8635,34.86,0.9680,60.70,93
1822,2024,2024-08-24,Richmond,Gold Coast,MCG,0.3963,-7.21,0.4110,-7.30,-28
1823,2024,2024-08-24,Brisbane Lions,Essendon,Gabba,0.7915,24.88,0.8130,29.00,20
1824,2024,2024-08-24,Sydney,Adelaide,SCG,0.7607,21.36,0.6960,16.80,31
1825,2024,2024-08-25,Western Bulldogs,GWS Giants,Mars Stadium,0.6155,8.12,0.7850,25.70,37
1826,2024,2024-08-25,Carlton,St Kilda,Marvel Stadium,0.4825,-1.13,0.4420,-4.80,-2
1827,2024,2024-08-25,Fremantle,Port Adelaide,Perth Stadium,0.5092,0.59,0.4480,-4.30,-20
1828,2024,2024-09-05,Port Adelaide,Geelong,Adelaide Oval,0.6295,9.23,0.6250,10.40,-84
1829,2024,2024-09-06,Western Bulldogs,Hawthorn,MCG,0.6213,8.58,0.5920,7.70,-37
1830,2024,2024-09-07,Sydney,GWS Giants,SCG,0.6713,12.71,0.6100,9.10,6
1831,2024,2024-09-07,Brisbane Lions,Carlton,Gabba,0.7723,22.65,0.7470,21.80,28
1832,2024,2024-09-13,Port Adelaide,Hawthorn,Adelaide Oval,0.4032,-6.70,0.3270,-14.80,3
1833,2024,2024-09-14,GWS Giants,Brisbane Lions,Sydney Showground,0.4805,-1.26,0.4530,-3.90,-5
1834,2024,2024-09-20,Sydney,Port Adelaide,SCG,0.7541,20.65,0.6830,15.60,36
1835,2024,2024-09-21,Geelong,Brisbane Lions,MCG,0.4307,-4.68,0.5380,3.10,-10
1836,2024,2024-09-28,Sydney,Brisbane Lions,MCG,0.6117,7.83,0.4390,-5.00,-60
1837,2025,2025-03-07,Sydney,Hawthorn,SCG,0.4109,-6.12,0.2760,-19.60,-20
1838,2025,2025-03-09,GWS Giants,Collingwood,Sydney Showground,0.5265,1.73,0.4470,-4.40,52
1839,2025,2025-03-13,Richmond,Carlton,MCG,0.2416,-21.11,0.1500,-34.20,13
1840,2025,2025-03-14,Hawthorn,Essendon,MCG,0.8719,36.26,0.8560,35.10,26
1841,2025,2025-03-15,Geelong,Fremantle,Kardinia Park,0.6488,10.79,0.7850,26.00,78
1842,2025,2025-03-15,Sydney,Brisbane Lions,SCG,0.3963,-7.21,0.3370,-13.80,-4
1843,2025,2025-03-15,Collingwood,Port Adelaide,MCG,0.6186,8.37,0.6260,10.60,91
1844,2025,2025-03-15,Western Bulldogs,North Melbourne,Marvel Stadium,0.8045,26.48,0.7700,24.40,16
1845,2025,2025-03-16,Adelaide,St Kilda,Adelaide Oval,0.6540,11.23,0.7810,25.60,63
1846,2025,2025-03-16,Melbourne,GWS Giants,MCG,0.4742,-1.68,0.4130,-7.20,-3
1847,2025,2025-03-16,West Coast,Gold Coast,Perth Stadium,0.3568,-10.34,0.4230,-6.40,-87
1848,2025,2025-03-20,Carlton,Hawthorn,MCG,0.2482,-20.41,0.3400,-13.70,-20
1849,2025,2025-03-21,Western Bulldogs,Collingwood,MCG,0.4646,-2.32,0.3080,-16.60,-6
1850,2025,2025-03-22,Essendon,Adelaide,MCG,0.3637,-9.77,0.3030,-17.20,-61
1851,2025,2025-03-22,Port Adelaide,Richmond,Adelaide Oval,0.8589,34.13,0.8650,36.60,72
1852,2025,2025-03-22,St Kilda,Geelong,Marvel Stadium,0.4246,-5.12,0.2960,-17.80,7
1853,2025,2025-03-23,Brisbane Lions,West Coast,Gabba,0.9238,46.96,0.9560,56.60,19
1854,2025,2025-03-23,North Melbourne,Melbourne,Marvel Stadium,0.3931,-7.46,0.4240,-6.30,59
1855,2025,2025-03-23,Fremantle,Sydney,Perth Stadium,0.4853,-0.95,0.5710,6.00,-3
1856,2025,2025-03-27,Essendon,Port Adelaide,Marvel Stadium,0.3582,-10.22,0.4120,-7.40,12
1857,2025,2025-03-28,Carlton,Western Bulldogs,Marvel Stadium,0.4491,-3.38,0.5610,5.10,-8
1858,2025,2025-03-29,Melbourne,Gold Coast,MCG,0.4775,-1.46,0.4050,-8.00,-58
1859,2025,2025-03-29,St Kilda,Richmond,Marvel Stadium,0.8133,27.59,0.7560,23.10,82
1860,2025,2025-03-29,Brisbane Lions,Geelong,Gabba,0.7405,19.23,0.6420,12.10,9
1861,2025,2025-03-29,Hawthorn,GWS Giants,UTAS Stadium,0.6714,12.71,0.6230,10.40,12
1862,2025,2025-03-30,Adelaide,North Melbourne,Adelaide Oval,0.7951,25.31,0.8700,37.40,36
1863,2025,2025-03-30,West Coast,Fremantle,Perth Stadium,0.3391,-11.81,0.3230,-15.30,-38
1864,2025,2025-04-03,Collingwood,Carlton,MCG,0.8081,26.93,0.6840,16.00,17
1865,2025,2025-04-04,Geelong,Melbourne,Kardinia Park,0.7484,20.05,0.8050,28.80,39
1866,2025,2025-04-05,Gold Coast,Adelaide,Carrara,0.5616,4.13,0.5830,7.00,1
1867,2025,2025-04-05,Richmond,Brisbane Lions,MCG,0.0879,-44.14,0.1010,-42.60,-28
1868,2025,2025-04-05,North Melbourne,Sydney,Marvel Stadium,0.3132,-14.07,0.4100,-7.60,-65
1869,2025,2025-04-06,GWS Giants,West Coast,Sydney Showground,0.9062,42.84,0.9750,65.70,81
1870,2025,2025-04-06,Port Adelaide,St Kilda,Adelaide Oval,0.6345,9.62,0.6220,10.30,-17
1871,2025,2025-04-06,Fremantle,Western Bulldogs,Perth Stadium,0.5180,1.17,0.5210,1.80,16
1872,2025,2025-04-10,Adelaide,Geelong,Adelaide Oval,0.5963,6.66,0.5580,4.80,-19
1873,2025,2025-04-11,Collingwood,Sydney,Adelaide Oval,0.6068,7.45,0.6330,11.30,31
1874,2025,2025-04-12,North Melbourne,Gold Coast,Barossa Park,0.2972,-15.54,0.1360,-36.50,-52
1875,2025,2025-04-12,Carlton,West Coast,Adelaide Oval,0.7672,22.08,0.9090,44.40,71
1876,2025,2025-04-12,Western Bulldogs,Brisbane Lions,Norwood Oval,0.3090,-14.46,0.3580,-12.10,-21
1877,2025,2025-04-12,Melbourne,Essendon,Adelaide Oval,0.6416,10.20,0.5530,4.40,-39
1878,2025,2025-04-13,Richmond,Fremantle,Barossa Park,0.1927,-26.83,0.1320,-37.10,-61
1879,2025,2025-04-13,St Kilda,GWS Giants,Norwood Oval,0.4580,-2.77,0.4250,-6.30,-28
1880,2025,2025-04-13,Port Adelaide,Hawthorn,Adelaide Oval,0.2780,-17.38,0.2700,-20.30,30
1881,2025,2025-04-17,Brisbane Lions,Collingwood,Gabba,0.7162,16.82,0.5810,6.80,-52
1882,2025,2025-04-18,North Melbourne,Carlton,Marvel Stadium,0.4442,-3.73,0.2670,-20.60,-82
1883,2025,2025-04-18,West Coast,Essendon,Perth Stadium,0.3765,-8.75,0.3890,-9.40,-2
1884,2025,2025-04-19,Melbourne,Fremantle,MCG,0.3022,-15.08,0.3510,-12.60,10
1885,2025,2025-04-19,Adelaide,GWS Giants,Adelaide Oval,0.4454,-3.64,0.6560,13.30,18
1886,2025,2025-04-19,Richmond,Gold Coast,Marvel Stadium,0.1900,-27.17,0.1140,-40.00,11
1887,2025,2025-04-20,Sydney,Port Adelaide,SCG,0.6317,9.40,0.5870,7.20,-8
1888,2025,2025-04-20,Western Bulldogs,St Kilda,Marvel Stadium,0.6354,9.69,0.6270,10.70,71
1889,2025,2025-04-21,Geelong,Hawthorn,MCG,0.4551,-2.97,0.4990,-0.10,7
1890,2025,2025-04-24,Melbourne,Richmond,MCG,0.7382,19.00,0.8010,28.30,20
1891,2025,2025-04-25,Collingwood,Essendon,MCG,0.8417,31.51,0.7860,26.40,41
1892,2025,2025-04-25,Fremantle,Adelaide,Perth Stadium,0.5200,1.30,0.4930,-0.60,18
1893,2025,2025-04-26,St Kilda,Brisbane Lions,Marvel Stadium,0.3373,-11.96,0.3740,-10.80,-45
1894,2025,2025-04-26,Port Adelaide,North Melbourne,Adelaide Oval,0.8284,29.62,0.8550,35.30,9
1895,2025,2025-04-26,GWS Giants,Western Bulldogs,Manuka Oval,0.6826,13.70,0.5950,8.10,-32
1896,2025,2025-04-27,Gold Coast,Sydney,Carrara,0.5910,6.26,0.6660,14.30,38
1897,2025,2025-04-27,Carlton,Geelong,MCG,0.4180,-5.60,0.4770,-2.00,18
1898,2025,2025-04-27,Hawthorn,West Coast,Marvel Stadium,0.9216,46.39,0.9430,52.80,50
1899,2025,2025-05-01,Essendon,North Melbourne,Marvel Stadium,0.7234,17.51,0.7510,22.40,3
1900,2025,2025-05-02,St Kilda,Fremantle,Marvel Stadium,0.4482,-3.44,0.3050,-16.90,61
1901,2025,2025-05-03,Western Bulldogs,Port Adelaide,Mars Stadium,0.6552,11.33,0.8170,29.90,90
1902,2025,2025-05-03,Adelaide,Carlton,Adelaide Oval,0.6347,9.65,0.6390,11.80,60
1903,2025,2025-05-03,Collingwood,Geelong,MCG,0.7309,18.26,0.6520,12.90,-3
1904,2025,2025-05-03,West Coast,Melbourne,Perth Stadium,0.3948,-7.33,0.3580,-12.10,-32
1905,2025,2025-05-04,Sydney,GWS Giants,SCG,0.5435,2.88,0.5070,0.60,14
1906,2025,2025-05-04,Hawthorn,Richmond,MCG,0.8901,39.56,0.9110,44.60,65
1907,2025,2025-05-04,Brisbane Lions,Gold Coast,Gabba,0.7517,20.39,0.6140,9.60,17
1908,2025,2025-05-08,Fremantle,Collingwood,Perth Stadium,0.3915,-7.58,0.4140,-7.30,-14
1909,2025,2025-05-09,St Kilda,Carlton,MCG,0.6123,7.88,0.3270,-15.00,-15
1910,2025,2025-05-10,Melbourne,Hawthorn,MCG,0.2810,-17.09,0.2620,-21.40,-35
1911,2025,2025-05-10,Essendon,Sydney,Marvel Stadium,0.4066,-6.44,0.3780,-10.40,8
1912,2025,2025-05-10,Gold Coast,Western Bulldogs,TIO Stadium,0.5162,1.05,0.5160,1.40,10
1913,2025,2025-05-10,Port Adelaide,Adelaide,Adelaide Oval,0.4733,-1.74,0.2490,-22.70,-5
1914,2025,2025-05-11,Richmond,West Coast,MCG,0.5939,6.48,0.6170,9.90,2
1915,2025,2025-05-11,Geelong,GWS Giants,Kardinia Park,0.6255,8.90,0.7150,19.10,-4
1916,2025,2025-05-11,North Melbourne,Brisbane Lions,Ninja Stadium,0.1420,-33.99,0.1310,-37.60,0
1917,2025,2025-05-15,Gold Coast,Hawthorn,TIO Stadium,0.4947,-0.34,0.5620,5.20,8
1918,2025,2025-05-16,Sydney,Carlton,SCG,0.6671,12.34,0.5810,6.90,16
1919,2025,2025-05-17,Collingwood,Adelaide,MCG,0.6763,13.15,0.5810,6.80,10
1920,2025,2025-05-17,GWS Giants,Fremantle,Sydney Showground,0.6690,12.51,0.7080,18.30,-34
1921,2025,2025-05-17,Port Adelaide,Geelong,Adelaide Oval,0.4422,-3.86,0.3830,-9.90,-76
1922,2025,2025-05-17,Western Bulldogs,Essendon,Marvel Stadium,0.7536,20.60,0.8140,29.80,91
1923,2025,2025-05-18,Richmond,North Melbourne,MCG,0.5046,0.29,0.3990,-8.50,-4
1924,2025,2025-05-18,Brisbane Lions,Melbourne,Gabba,0.8276,29.50,0.8100,29.30,-11
1925,2025,2025-05-18,West Coast,St Kilda,Perth Stadium,0.2927,-15.96,0.3230,-15.30,28
1926,2025,2025-05-22,Geelong,Western Bulldogs,Kardinia Park,0.5622,4.17,0.5160,1.40,14
1927,2025,2025-05-23,Essendon,Richmond,MCG,0.8143,27.73,0.7930,27.40,23
1928,2025,2025-05-24,Carlton,GWS Giants,Marvel Stadium,0.5469,3.11,0.6340,11.50,-28
1929,2025,2025-05-24,Hawthorn,Brisbane Lions,MCG,0.6343,9.61,0.7120,18.80,-33
1930,2025,2025-05-24,North Melbourne,Collingwood,Marvel Stadium,0.2571,-19.48,0.2320,-24.60,-45
1931,2025,2025-05-24,Fremantle,Port Adelaide,Perth Stadium,0.7164,16.84,0.6850,16.20,49
1932,2025,2025-05-25,Adelaide,West Coast,Adelaide Oval,0.8626,34.72,0.9550,57.00,66
1933,2025,2025-05-25,Melbourne,Sydney,MCG,0.4410,-3.95,0.4820,-1.50,53
1934,2025,2025-05-25,St Kilda,Gold Coast,Marvel Stadium,0.3688,-9.36,0.3150,-16.20,-19
1935,2025,2025-05-29,Brisbane Lions,Essendon,Gabba,0.8355,30.61,0.8970,42.00,18
1936,2025,2025-05-30,Collingwood,Hawthorn,MCG,0.6115,7.81,0.5760,6.30,51
1937,2025,2025-05-31,Gold Coast,Fremantle,Carrara,0.6402,10.09,0.7220,19.60,-11
1938,2025,2025-05-31,GWS Giants,Richmond,Sydney Showground,0.8691,35.80,0.8950,41.60,3
1939,2025,2025-05-31,Sydney,Adelaide,SCG,0.4887,-0.73,0.3940,-8.90,-90
1940,2025,2025-06-01,Melbourne,St Kilda,Traeger Park,0.6566,11.44,0.6490,12.70,-28
1941,2025,2025-06-01,West Coast,Geelong,Perth Stadium,0.1574,-31.63,0.1030,-42.00,-43
1942,2025,2025-06-05,Western Bulldogs,Hawthorn,Marvel Stadium,0.6282,9.12,0.8150,29.90,-22
1943,2025,2025-06-06,Adelaide,Brisbane Lions,Adelaide Oval,0.5080,0.51,0.7230,19.70,5
1944,2025,2025-06-07,Richmond,Sydney,MCG,0.3022,-15.08,0.3260,-15.10,-44
1945,2025,2025-06-07,Geelong,Gold Coast,Kardinia Park,0.6152,8.10,0.7700,24.60,24
1946,2025,2025-06-07,GWS Giants,Port Adelaide,Manuka Oval,0.6812,13.58,0.6780,15.40,-16
1947,2025,2025-06-08,North Melbourne,West Coast,Hands Oval,0.6654,12.20,0.6050,8.90,10
1948,2025,2025-06-08,Carlton,Essendon,MCG,0.6326,9.47,0.7930,27.20,8
1949,2025,2025-06-09,Melbourne,Collingwood,MCG,0.2949,-15.76,0.3160,-15.90,-1
1950,2025,2025-06-12,St Kilda,Western Bulldogs,Marvel Stadium,0.3849,-8.09,0.1960,-28.60,-72
1951,2025,2025-06-13,Hawthorn,Adelaide,UTAS Stadium,0.5371,2.44,0.3880,-9.50,3
1952,2025,2025-06-14,Brisbane Lions,GWS Giants,Gabba,0.7926,25.02,0.8280,31.70,-11
1953,2025,2025-06-14,Essendon,Geelong,MCG,0.2472,-20.52,0.0670,-50.10,-95
1954,2025,2025-06-14,North Melbourne,Fremantle,Perth Stadium,0.2529,-19.91,0.1620,-32.90,-6
1955,2025,2025-06-15,Port Adelaide,Melbourne,Adelaide Oval,0.6161,8.17,0.4390,-5.20,25
1956,2025,2025-06-15,West Coast,Carlton,Perth Stadium,0.3298,-12.61,0.2130,-26.60,-34
1957,2025,2025-06-19,Fremantle,Essendon,Perth Stadium,0.8113,27.34,0.9100,44.90,41
1958,2025,2025-06-20,Geelong,Brisbane Lions,Kardinia Park,0.6241,8.79,0.7750,25.20,-41
1959,2025,2025-06-21,Carlton,North Melbourne,MCG,0.7171,16.90,0.8060,28.90,-11
1960,2025,2025-06-21,Port Adelaide,Sydney,Adelaide Oval,0.5523,3.48,0.4330,-5.60,-19
1961,2025,2025-06-21,Collingwood,St Kilda,Marvel Stadium,0.8223,28.78,0.7970,27.80,34
1962,2025,2025-06-22,GWS Giants,Gold Coast,Sydney Showground,0.4971,-0.18,0.3990,-8.60,7
1963,2025,2025-06-22,Western Bulldogs,Richmond,Marvel Stadium,0.9083,43.30,0.9610,58.90,79
1964,2025,2025-06-26,Port Adelaide,Carlton,Adelaide Oval,0.6371,9.83,0.4740,-2.20,50
1965,2025,2025-06-27,Sydney,Western Bulldogs,SCG,0.4531,-3.11,0.3760,-10.60,-9
1966,2025,2025-06-28,Gold Coast,Melbourne,Carrara,0.7333,18.50,0.6710,14.90,19
1967,2025,2025-06-28,Hawthorn,North Melbourne,UTAS Stadium,0.8357,30.64,0.7870,26.70,85
1968,2025,2025-06-28,Collingwood,West Coast,Marvel Stadium,0.9188,45.72,0.9580,58.10,29
1969,2025,2025-06-29,Richmond,Adelaide,MCG,0.1433,-33.77,0.1000,-43.10,-68
1970,2025,2025-06-29,Fremantle,St Kilda,Perth Stadium,0.7516,20.39,0.7470,22.30,12
1971,2025,2025-07-03,North Melbourne,Western Bulldogs,Marvel Stadium,0.2070,-25.06,0.0530,-54.20,-49
1972,2025,2025-07-04,Carlton,Collingwood,MCG,0.2584,-19.34,0.3000,-17.60,-56
1973,2025,2025-07-04,West Coast,GWS Giants,Perth Stadium,0.2373,-21.58,0.3600,-12.00,-59
