matchId,season,date,home,away,venue,p_v3,pred_v3,p_w,pred_w,actual
1456,2023,2023-04-23,Gold Coast,North Melbourne,Carrara,0.8176,28.16,0.7730,23.90,43
1457,2023,2023-04-24,Melbourne,Richmond,MCG,0.7153,16.73,0.7290,19.40,18
1458,2023,2023-04-25,Collingwood,Essendon,MCG,0.7286,18.03,0.6710,14.20,13
1459,2023,2023-04-28,St Kilda,Port Adelaide,Marvel Stadium,0.6884,14.22,0.6380,11.30,-7
1460,2023,2023-04-29,Brisbane Lions,Fremantle,Gabba,0.7291,18.08,0.8360,31.30,48
1461,2023,2023-04-29,Sydney,GWS Giants,SCG,0.8453,32.03,0.7230,19.00,-1
1462,2023,2023-04-29,Western Bulldogs,Hawthorn,Marvel Stadium,0.7730,22.73,0.7440,21.00,29
1463,2023,2023-04-29,Melbourne,North Melbourne,MCG,0.9059,42.76,0.9350,48.30,90
1464,2023,2023-04-29,West Coast,Carlton,Perth Stadium,0.2298,-22.42,0.2280,-23.90,-108
1465,2023,2023-04-30,Essendon,Geelong,MCG,0.3968,-7.17,0.3700,-10.60,-28
1466,2023,2023-04-30,Richmond,Gold Coast,Marvel Stadium,0.6460,10.56,0.6950,16.30,-24
1467,2023,2023-04-30,Adelaide,Collingwood,Adelaide Oval,0.4443,-3.72,0.5840,6.80,-1
1468,2023,2023-05-05,Carlton,Brisbane Lions,Marvel Stadium,0.4518,-3.20,0.5960,7.80,-26
1469,2023,2023-05-06,Richmond,West Coast,MCG,0.8488,32.55,0.9170,44.60,46
1470,2023,2023-05-06,Geelong,Adelaide,Kardinia Park,0.7185,17.03,0.7440,21.10,26
1471,2023,2023-05-06,Gold Coast,Melbourne,Carrara,0.3109,-14.28,0.1660,-31.30,-5
1472,2023,2023-05-06,GWS Giants,Western Bulldogs,Manuka Oval,0.2770,-17.47,0.3170,-15.30,-15
1473,2023,2023-05-06,Fremantle,Hawthorn,Perth Stadium,0.7283,18.00,0.7220,18.90,69
1474,2023,2023-05-07,Port Adelaide,Essendon,Adelaide Oval,0.6588,11.63,0.6410,11.70,5
1475,2023,2023-05-07,Collingwood,Sydney,MCG,0.6238,8.77,0.6740,14.50,29
1476,2023,2023-05-07,North Melbourne,St Kilda,Marvel Stadium,0.1947,-26.57,0.1450,-34.10,-30
1477,2023,2023-05-12,Richmond,Geelong,MCG,0.4460,-3.60,0.3980,-8.30,24
1478,2023,2023-05-12,West Coast,Gold Coast,Perth Stadium,0.3079,-14.56,0.3680,-10.80,-70
1479,2023,2023-05-13,Sydney,Fremantle,SCG,0.6989,15.18,0.7520,21.90,-17
1480,2023,2023-05-13,North Melbourne,Port Adelaide,Ninja Stadium,0.2292,-22.48,0.2110,-25.80,-70
1481,2023,2023-05-13,Hawthorn,Melbourne,MCG,0.1969,-26.30,0.0910,-42.80,-54
1482,2023,2023-05-13,Brisbane Lions,Essendon,Gabba,0.7929,25.05,0.7990,26.90,42
1483,2023,2023-05-13,Carlton,Western Bulldogs,Marvel Stadium,0.4953,-0.30,0.5670,5.40,-20
1484,2023,2023-05-14,Adelaide,St Kilda,Adelaide Oval,0.4930,-0.45,0.5320,2.60,52
1485,2023,2023-05-14,Collingwood,GWS Giants,MCG,0.8789,37.48,0.8620,34.90,65
1486,2023,2023-05-19,Port Adelaide,Melbourne,Adelaide Oval,0.4370,-4.23,0.3960,-8.60,4
1487,2023,2023-05-20,North Melbourne,Sydney,Marvel Stadium,0.1724,-29.50,0.1980,-27.40,-3
1488,2023,2023-05-20,Western Bulldogs,Adelaide,Mars Stadium,0.6985,15.14,0.6220,10.00,45
1489,2023,2023-05-20,Fremantle,Geelong,Perth Stadium,0.5199,1.29,0.3990,-8.30,29
1490,2023,2023-05-20,Brisbane Lions,Gold Coast,Gabba,0.7833,23.90,0.8170,29.20,43
1491,2023,2023-05-20,Essendon,Richmond,MCG,0.4093,-6.24,0.3450,-12.90,1
1492,2023,2023-05-21,Hawthorn,West Coast,UTAS Stadium,0.7620,21.51,0.8410,32.20,116
1493,2023,2023-05-21,Carlton,Collingwood,MCG,0.3268,-12.87,0.3770,-10.10,-28
1494,2023,2023-05-21,GWS Giants,St Kilda,Sydney Showground,0.2897,-16.25,0.3550,-12.00,-12
1495,2023,2023-05-26,Sydney,Carlton,SCG,0.6573,11.50,0.5430,3.50,26
1496,2023,2023-05-27,St Kilda,Hawthorn,Marvel Stadium,0.8129,27.55,0.7610,23.10,-10
1497,2023,2023-05-27,Melbourne,Fremantle,MCG,0.6604,11.77,0.7860,25.70,-7
1498,2023,2023-05-27,Geelong,GWS Giants,Kardinia Park,0.8586,34.07,0.8940,40.50,-7
1499,2023,2023-05-27,Gold Coast,Western Bulldogs,TIO Stadium,0.3617,-9.93,0.3960,-8.60,7
1500,2023,2023-05-27,West Coast,Essendon,Perth Stadium,0.2484,-20.39,0.1930,-28.10,-50
1501,2023,2023-05-28,Richmond,Port Adelaide,MCG,0.5727,4.92,0.5370,3.00,-10
1502,2023,2023-05-28,Collingwood,North Melbourne,Marvel Stadium,0.9514,55.28,0.9030,42.20,35
1503,2023,2023-05-28,Adelaide,Brisbane Lions,Adelaide Oval,0.3507,-10.83,0.4350,-5.30,17
1504,2023,2023-06-02,Melbourne,Carlton,MCG,0.7317,18.33,0.6490,12.40,17
1505,2023,2023-06-03,Port Adelaide,Hawthorn,Adelaide Oval,0.8116,27.38,0.8240,30.10,55
1506,2023,2023-06-03,West Coast,Collingwood,Perth Stadium,0.0759,-47.04,0.0590,-50.70,-63
1507,2023,2023-06-03,Western Bulldogs,Geelong,Marvel Stadium,0.6812,13.58,0.5720,5.90,-22
1508,2023,2023-06-03,Gold Coast,Adelaide,TIO Stadium,0.4539,-3.05,0.4050,-7.80,25
1509,2023,2023-06-04,GWS Giants,Richmond,Sydney Showground,0.3321,-12.41,0.3920,-8.90,-6
1510,2023,2023-06-04,Essendon,North Melbourne,Marvel Stadium,0.8467,32.25,0.7880,26.00,6
1511,2023,2023-06-08,Sydney,St Kilda,SCG,0.5458,3.03,0.5870,7.10,-14
1512,2023,2023-06-09,Western Bulldogs,Port Adelaide,Marvel Stadium,0.5318,2.08,0.4460,-4.40,-22
1513,2023,2023-06-10,Hawthorn,Brisbane Lions,MCG,0.2557,-19.63,0.2970,-17.20,25
1514,2023,2023-06-10,Adelaide,West Coast,Adelaide Oval,0.9176,45.43,0.9580,55.80,122
1515,2023,2023-06-10,Fremantle,Richmond,Perth Stadium,0.5592,3.96,0.4920,-0.60,-15
1516,2023,2023-06-11,North Melbourne,GWS Giants,Ninja Stadium,0.3996,-6.96,0.3850,-9.40,-28
1517,2023,2023-06-11,Carlton,Essendon,MCG,0.5339,2.22,0.5960,7.80,-34
1518,2023,2023-06-12,Melbourne,Collingwood,MCG,0.4842,-1.02,0.5750,6.10,4
1519,2023,2023-06-15,Port Adelaide,Geelong,Adelaide Oval,0.5687,4.64,0.6010,8.30,38
1520,2023,2023-06-16,Brisbane Lions,Sydney,Gabba,0.6520,11.06,0.7320,20.00,16
1521,2023,2023-06-17,GWS Giants,Fremantle,Sydney Showground,0.4035,-6.67,0.6680,14.10,70
1522,2023,2023-06-17,Richmond,St Kilda,MCG,0.5796,5.42,0.5930,7.60,20
1523,2023,2023-06-18,Carlton,Gold Coast,MCG,0.4441,-3.73,0.6690,14.20,59
1524,2023,2023-06-18,North Melbourne,Western Bulldogs,Marvel Stadium,0.1941,-26.65,0.1940,-28.00,-21
1525,2023,2023-06-22,Geelong,Melbourne,Kardinia Park,0.5884,6.07,0.5250,2.00,15
1526,2023,2023-06-23,St Kilda,Brisbane Lions,Marvel Stadium,0.5250,1.63,0.3980,-8.30,-28
1527,2023,2023-06-24,Sydney,West Coast,SCG,0.9041,42.38,0.9690,59.90,171
1528,2023,2023-06-24,Fremantle,Essendon,Perth Stadium,0.5957,6.61,0.5710,5.70,32
1529,2023,2023-06-25,Collingwood,Adelaide,MCG,0.7234,17.51,0.6880,15.80,2
1530,2023,2023-06-25,Gold Coast,Hawthorn,Carrara,0.6763,13.14,0.7350,20.30,67
1531,2023,2023-06-29,Brisbane Lions,Richmond,Gabba,0.6438,10.38,0.7190,18.80,81
1532,2023,2023-06-30,Sydney,Geelong,SCG,0.4514,-3.22,0.5170,1.40,0
1533,2023,2023-07-01,Adelaide,North Melbourne,Adelaide Oval,0.8723,36.34,0.8740,37.10,66
1534,2023,2023-07-01,Western Bulldogs,Fremantle,Marvel Stadium,0.5848,5.81,0.6470,12.20,29
1535,2023,2023-07-01,Gold Coast,Collingwood,Carrara,0.3318,-12.43,0.5280,2.30,-78
1536,2023,2023-07-01,Essendon,Port Adelaide,MCG,0.3969,-7.17,0.3460,-12.80,-4
1537,2023,2023-07-02,Hawthorn,Carlton,MCG,0.4749,-1.63,0.3200,-15.20,-60
1538,2023,2023-07-02,Melbourne,GWS Giants,Traeger Park,0.7623,21.54,0.7380,20.60,-2
1539,2023,2023-07-02,West Coast,St Kilda,Perth Stadium,0.1457,-33.40,0.0740,-46.80,-8
1540,2023,2023-07-06,Richmond,Sydney,MCG,0.5834,5.70,0.4860,-1.10,13
1541,2023,2023-07-07,Western Bulldogs,Collingwood,Marvel Stadium,0.4105,-6.15,0.4240,-6.20,-12
1542,2023,2023-07-08,Brisbane Lions,West Coast,Gabba,0.9289,48.28,0.9920,77.90,81
1543,2023,2023-07-08,GWS Giants,Hawthorn,Sydney Showground,0.7235,17.53,0.8270,30.70,13
1544,2023,2023-07-08,St Kilda,Melbourne,Marvel Stadium,0.4834,-1.07,0.3410,-13.40,-21
1545,2023,2023-07-08,Port Adelaide,Gold Coast,Adelaide Oval,0.7634,21.66,0.8040,27.80,33
1546,2023,2023-07-09,Geelong,North Melbourne,Kardinia Park,0.9108,43.84,0.9180,45.20,62
1547,2023,2023-07-09,Essendon,Adelaide,Marvel Stadium,0.5045,0.29,0.4800,-1.60,18
1548,2023,2023-07-09,Fremantle,Carlton,Perth Stadium,0.6098,7.68,0.5110,0.90,-53
1549,2023,2023-07-13,Sydney,Western Bulldogs,SCG,0.5744,5.05,0.6440,12.00,2
1550,2023,2023-07-14,Melbourne,Brisbane Lions,MCG,0.4863,-0.88,0.5150,1.20,1
1551,2023,2023-07-15,Collingwood,Fremantle,MCG,0.8747,36.75,0.9020,41.90,46
1552,2023,2023-07-15,Gold Coast,St Kilda,Carrara,0.5844,5.77,0.6300,10.70,26
1553,2023,2023-07-15,Carlton,Port Adelaide,Marvel Stadium,0.4011,-6.85,0.4910,-0.80,50
1554,2023,2023-07-15,Geelong,Essendon,Kardinia Park,0.7359,18.77,0.7170,18.60,77
1555,2023,2023-07-15,Adelaide,GWS Giants,Adelaide Oval,0.7098,16.20,0.7140,18.30,-14
1556,2023,2023-07-16,North Melbourne,Hawthorn,Marvel Stadium,0.2938,-15.86,0.2820,-18.70,-48
1557,2023,2023-07-16,West Coast,Richmond,Perth Stadium,0.1641,-30.67,0.0910,-43.20,-38
1558,2023,2023-07-21,Essendon,Western Bulldogs,Marvel Stadium,0.4981,-0.12,0.3980,-8.40,-41
1559,2023,2023-07-22,Richmond,Hawthorn,MCG,0.7518,20.41,0.6430,11.90,1
1560,2023,2023-07-22,Carlton,West Coast,Marvel Stadium,0.8773,37.21,0.9680,60.00,71
1561,2023,2023-07-22,Brisbane Lions,Geelong,Gabba,0.5428,2.83,0.6180,9.80,11
1562,2023,2023-07-22,Port Adelaide,Collingwood,Adelaide Oval,0.4104,-6.16,0.5380,3.10,-2
1563,2023,2023-07-22,Fremantle,Sydney,Perth Stadium,0.3516,-10.76,0.3480,-12.60,-29
1564,2023,2023-07-23,GWS Giants,Gold Coast,Manuka Oval,0.5441,2.92,0.6150,9.50,40
1565,2023,2023-07-23,Melbourne,Adelaide,MCG,0.7328,18.44,0.7130,18.20,4
1566,2023,2023-07-23,St Kilda,North Melbourne,Marvel Stadium,0.8706,36.04,0.8270,30.50,8
1567,2023,2023-07-28,Collingwood,Carlton,MCG,0.8332,30.28,0.6780,14.90,-17
1568,2023,2023-07-29,Western Bulldogs,GWS Giants,Mars Stadium,0.6870,14.10,0.6730,14.40,-5
1569,2023,2023-07-29,Geelong,Fremantle,Kardinia Park,0.8431,31.70,0.9090,42.90,-7
1570,2023,2023-07-29,Gold Coast,Brisbane Lions,Carrara,0.3828,-8.26,0.3760,-10.20,41
1571,2023,2023-07-29,Essendon,Sydney,Marvel Stadium,0.3560,-10.40,0.3340,-13.70,-2
1572,2023,2023-07-29,Adelaide,Port Adelaide,Adelaide Oval,0.3676,-9.46,0.4350,-5.30,47
1573,2023,2023-07-30,Hawthorn,St Kilda,Marvel Stadium,0.4441,-3.73,0.4810,-1.50,-29
1574,2023,2023-07-30,Richmond,Melbourne,MCG,0.5488,3.24,0.4830,-1.40,-32
1575,2023,2023-07-30,West Coast,North Melbourne,Perth Stadium,0.5415,2.73,0.3010,-16.70,5
1576,2023,2023-08-04,Western Bulldogs,Richmond,Marvel Stadium,0.6431,10.32,0.6470,12.10,55
1577,2023,2023-08-05,Essendon,West Coast,Marvel Stadium,0.8483,32.49,0.9490,52.20,1
1578,2023,2023-08-05,Adelaide,Gold Coast,Adelaide Oval,0.5968,6.70,0.7570,22.30,28
1579,2023,2023-08-05,Hawthorn,Collingwood,MCG,0.1813,-28.31,0.1740,-30.00,32
1580,2023,2023-08-05,Geelong,Port Adelaide,Kardinia Park,0.6685,12.46,0.7920,26.00,12
1581,2023,2023-08-05,GWS Giants,Sydney,Sydney Showground,0.5297,1.94,0.5760,6.20,-11
1582,2023,2023-08-06,North Melbourne,Melbourne,Ninja Stadium,0.1141,-38.77,0.1130,-38.70,-32
1583,2023,2023-08-06,St Kilda,Carlton,Marvel Stadium,0.5821,5.60,0.4450,-4.40,-19
1584,2023,2023-08-06,Fremantle,Brisbane Lions,Perth Stadium,0.4030,-6.71,0.4270,-5.90,-3
1585,2023,2023-08-11,Collingwood,Geelong,MCG,0.6483,10.75,0.5370,3.00,8
1586,2023,2023-08-12,North Melbourne,Essendon,Marvel Stadium,0.2769,-17.49,0.3040,-16.40,-9
1587,2023,2023-08-12,Sydney,Gold Coast,SCG,0.7095,16.17,0.6820,15.20,24
1588,2023,2023-08-12,Brisbane Lions,Adelaide,Gabba,0.7187,17.05,0.6980,16.70,6
1589,2023,2023-08-12,Carlton,Melbourne,MCG,0.4049,-6.57,0.3730,-10.40,4
1590,2023,2023-08-12,West Coast,Fremantle,Perth Stadium,0.2205,-23.46,0.1000,-41.20,-101
1591,2023,2023-08-13,Hawthorn,Western Bulldogs,UTAS Stadium,0.3567,-10.34,0.3830,-9.60,3
1592,2023,2023-08-13,St Kilda,Richmond,Marvel Stadium,0.5809,5.52,0.4770,-1.90,36
1593,2023,2023-08-13,Port Adelaide,GWS Giants,Adelaide Oval,0.6551,11.32,0.6000,8.20,51
1594,2023,2023-08-18,Collingwood,Brisbane Lions,Marvel Stadium,0.5445,2.94,0.4540,-3.80,-24
1595,2023,2023-08-19,Richmond,North Melbourne,MCG,0.9020,41.94,0.8570,34.20,29
1596,2023,2023-08-19,Gold Coast,Carlton,Carrara,0.4501,-3.31,0.5140,1.10,-4
1597,2023,2023-08-19,GWS Giants,Essendon,Sydney Showground,0.6148,8.06,0.7270,19.30,126
1598,2023,2023-08-19,St Kilda,Geelong,Marvel Stadium,0.5092,0.59,0.4240,-6.20,33
1599,2023,2023-08-19,Adelaide,Sydney,Adelaide Oval,0.4546,-3.00,0.6880,15.80,-1
1600,2023,2023-08-20,Western Bulldogs,West Coast,Marvel Stadium,0.9197,45.94,0.9730,61.70,-7
1601,2023,2023-08-20,Melbourne,Hawthorn,MCG,0.8317,30.07,0.7790,24.60,27
1602,2023,2023-08-20,Fremantle,Port Adelaide,Perth Stadium,0.3920,-7.54,0.5000,0.00,-16
1603,2023,2023-08-25,Essendon,Collingwood,MCG,0.3007,-15.21,0.2250,-24.10,-70
1604,2023,2023-08-26,Hawthorn,Fremantle,MCG,0.5623,4.18,0.5800,6.40,-37
1605,2023,2023-08-26,North Melbourne,Gold Coast,Ninja Stadium,0.2039,-25.43,0.2420,-22.30,35
1606,2023,2023-08-26,Brisbane Lions,St Kilda,Gabba,0.7179,16.98,0.7530,21.80,12
1607,2023,2023-08-26,Geelong,Western Bulldogs,Kardinia Park,0.5054,0.35,0.5070,0.50,-25
1608,2023,2023-08-26,West Coast,Adelaide,Perth Stadium,0.2161,-23.97,0.0890,-42.90,-45
1609,2023,2023-08-27,Port Adelaide,Richmond,Adelaide Oval,0.7479,20.00,0.7490,21.40,31
1610,2023,2023-08-27,Sydney,Melbourne,SCG,0.5179,1.16,0.5350,2.80,-21
1611,2023,2023-08-27,Carlton,GWS Giants,Marvel Stadium,0.6362,9.76,0.5530,4.30,-32
1612,2023,2023-09-07,Collingwood,Melbourne,MCG,0.5497,3.30,0.4740,-2.00,7
1613,2023,2023-09-08,Carlton,Sydney,MCG,0.5264,1.72,0.5490,3.90,6
1614,2023,2023-09-09,St Kilda,GWS Giants,MCG,0.5787,5.35,0.3830,-9.50,-24
1615,2023,2023-09-09,Brisbane Lions,Port Adelaide,Gabba,0.6437,10.37,0.6820,15.10,48
1616,2023,2023-09-15,Melbourne,Carlton,MCG,0.6610,11.82,0.5690,5.50,-2
1617,2023,2023-09-16,Port Adelaide,GWS Giants,Adelaide Oval,0.6021,7.10,0.5270,2.20,-23
1618,2023,2023-09-22,Collingwood,GWS Giants,MCG,0.6311,9.35,0.5210,1.70,1
1619,2023,2023-09-23,Brisbane Lions,Carlton,Gabba,0.6786,13.34,0.7460,21.20,16
1620,2023,2023-09-30,Collingwood,Brisbane Lions,MCG,0.5592,3.96,0.5570,4.60,4
1621,2024,2024-03-07,Sydney,Melbourne,SCG,0.5600,4.02,0.6010,8.10,22
1622,2024,2024-03-08,Brisbane Lions,Carlton,Gabba,0.7263,17.80,0.7180,18.30,-1
1623,2024,2024-03-09,Gold Coast,Richmond,Carrara,0.5636,4.27,0.6740,14.30,39
1624,2024,2024-03-09,GWS Giants,Collingwood,Sydney Showground,0.4899,-0.65,0.5550,4.40,32
1625,2024,2024-03-14,Carlton,Richmond,MCG,0.6584,11.60,0.5750,6.00,5
1626,2024,2024-03-15,Collingwood,Sydney,MCG,0.6078,7.53,0.6490,12.00,-33
1627,2024,2024-03-16,Essendon,Hawthorn,MCG,0.5844,5.77,0.4260,-5.90,24
1628,2024,2024-03-16,GWS Giants,North Melbourne,Sydney Showground,0.9274,47.89,0.9620,55.90,39
1629,2024,2024-03-16,Geelong,St Kilda,Kardinia Park,0.6315,9.38,0.7560,21.80,8
1630,2024,2024-03-16,Gold Coast,Adelaide,Carrara,0.5171,1.11,0.6220,9.80,6
1631,2024,2024-03-17,Melbourne,Western Bulldogs,MCG,0.6410,10.15,0.5690,5.50,45
1632,2024,2024-03-17,Port Adelaide,West Coast,Adelaide Oval,0.8923,39.98,0.9520,52.30,50
1633,2024,2024-03-17,Fremantle,Brisbane Lions,Perth Stadium,0.3920,-7.55,0.5080,0.60,23
1634,2024,2024-03-21,St Kilda,Collingwood,MCG,0.4342,-4.43,0.3420,-12.70,15
1635,2024,2024-03-22,Adelaide,Geelong,Adelaide Oval,0.6493,10.83,0.6340,10.70,-19
1636,2024,2024-03-23,North Melbourne,Fremantle,Marvel Stadium,0.2464,-20.60,0.2350,-22.50,-26
1637,2024,2024-03-23,Hawthorn,Melbourne,MCG,0.3088,-14.47,0.2900,-17.30,-55
1638,2024,2024-03-23,Sydney,Essendon,SCG,0.7803,23.56,0.7600,22.10,30
1639,2024,2024-03-24,Western Bulldogs,Gold Coast,Mars Stadium,0.6722,12.78,0.6350,10.80,48
1640,2024,2024-03-24,Richmond,Port Adelaide,MCG,0.3564,-10.36,0.2230,-23.80,-30
1641,2024,2024-03-24,West Coast,GWS Giants,Perth Stadium,0.1153,-38.54,0.0990,-40.20,-65
1642,2024,2024-03-28,Brisbane Lions,Collingwood,Gabba,0.6244,8.82,0.6670,13.40,-20
1643,2024,2024-03-29,North Melbourne,Carlton,Marvel Stadium,0.2197,-23.56,0.1140,-37.50,-56
1644,2024,2024-03-29,Fremantle,Adelaide,Perth Stadium,0.5877,6.02,0.4980,-0.10,35
1645,2024,2024-03-30,Essendon,St Kilda,Marvel Stadium,0.5503,3.34,0.5550,4.30,4
1646,2024,2024-03-30,Port Adelaide,Melbourne,Adelaide Oval,0.5771,5.24,0.6180,9.40,-7
1647,2024,2024-03-31,Western Bulldogs,West Coast,Marvel Stadium,0.8909,39.72,0.9420,48.80,76
1648,2024,2024-03-31,Richmond,Sydney,MCG,0.2718,-17.99,0.2730,-18.80,5
1649,2024,2024-04-01,Hawthorn,Geelong,MCG,0.3985,-7.05,0.3830,-9.20,-36
1650,2024,2024-04-04,Adelaide,Melbourne,Adelaide Oval,0.3244,-13.08,0.3620,-10.90,-15
1651,2024,2024-04-05,Brisbane Lions,North Melbourne,Norwood Oval,0.8842,38.44,0.9070,41.00,70
1652,2024,2024-04-05,Port Adelaide,Essendon,Adelaide Oval,0.6891,14.28,0.7840,24.40,69
1653,2024,2024-04-06,West Coast,Sydney,Barossa Park,0.1185,-37.95,0.0410,-54.00,-26
1654,2024,2024-04-06,Fremantle,Carlton,Adelaide Oval,0.5453,3.00,0.3480,-12.10,-10
1655,2024,2024-04-06,Western Bulldogs,Geelong,Adelaide Oval,0.5977,6.76,0.4760,-1.90,-4
1656,2024,2024-04-07,Gold Coast,GWS Giants,Barossa Park,0.3215,-13.34,0.2330,-22.60,-28
1657,2024,2024-04-07,Richmond,St Kilda,Norwood Oval,0.4399,-4.03,0.3480,-12.10,-7
1658,2024,2024-04-07,Collingwood,Hawthorn,Adelaide Oval,0.8734,36.53,0.7750,23.40,5
1659,2024,2024-04-11,Melbourne,Brisbane Lions,MCG,0.6301,9.27,0.6430,11.10,-22
1660,2024,2024-04-12,Western Bulldogs,Essendon,Marvel Stadium,0.6971,15.01,0.7180,17.60,-29
1661,2024,2024-04-13,GWS Giants,St Kilda,Manuka Oval,0.7447,19.66,0.7200,17.80,1
1662,2024,2024-04-13,Carlton,Adelaide,Marvel Stadium,0.7266,17.83,0.7580,21.30,-2
1663,2024,2024-04-13,Port Adelaide,Fremantle,Adelaide Oval,0.6743,12.97,0.8100,26.80,3
1664,2024,2024-04-13,Gold Coast,Hawthorn,Carrara,0.7239,17.56,0.7610,21.60,53
1665,2024,2024-04-14,Geelong,North Melbourne,Kardinia Park,0.8889,39.33,0.9620,54.20,75
1666,2024,2024-04-14,West Coast,Richmond,Perth Stadium,0.3772,-8.69,0.3400,-12.60,39
1667,2024,2024-04-18,St Kilda,Western Bulldogs,Marvel Stadium,0.6622,11.92,0.4340,-5.00,-60
1668,2024,2024-04-19,Adelaide,Essendon,Adelaide Oval,0.5455,3.01,0.6410,11.00,-3
1669,2024,2024-04-20,Collingwood,Port Adelaide,MCG,0.6466,10.61,0.5820,6.30,42
1670,2024,2024-04-20,Carlton,GWS Giants,Marvel Stadium,0.4235,-5.20,0.5540,4.20,19
1671,2024,2024-04-20,Brisbane Lions,Geelong,Gabba,0.6130,7.93,0.5740,5.70,-26
1672,2024,2024-04-20,West Coast,Fremantle,Perth Stadium,0.2629,-18.88,0.1840,-27.40,37
1673,2024,2024-04-21,Sydney,Gold Coast,SCG,0.7770,23.18,0.7430,19.90,53
1674,2024,2024-04-21,North Melbourne,Hawthorn,Marvel Stadium,0.4336,-4.47,0.2010,-25.50,-45
1675,2024,2024-04-24,Richmond,Melbourne,MCG,0.2559,-19.60,0.1950,-26.50,-43
1676,2024,2024-04-25,Essendon,Collingwood,MCG,0.3743,-8.92,0.2880,-17.20,0
1677,2024,2024-04-25,GWS Giants,Brisbane Lions,Manuka Oval,0.6376,9.88,0.4710,-2.20,54
1678,2024,2024-04-26,Port Adelaide,St Kilda,Adelaide Oval,0.6893,14.30,0.7780,23.50,10
1679,2024,2024-04-27,North Melbourne,Adelaide,Ninja Stadium,0.2770,-17.48,0.1600,-30.60,-57
1680,2024,2024-04-27,Geelong,Carlton,MCG,0.6611,11.82,0.6220,9.50,13
1681,2024,2024-04-27,Fremantle,Western Bulldogs,Perth Stadium,0.5097,0.62,0.4440,-4.30,24
1682,2024,2024-04-28,Gold Coast,West Coast,Carrara,0.7790,23.41,0.8830,36.50,37
1683,2024,2024-04-28,Hawthorn,Sydney,MCG,0.2369,-21.62,0.2880,-17.20,-76
1684,2024,2024-05-02,Adelaide,Port Adelaide,Adelaide Oval,0.4553,-2.96,0.3770,-9.70,30
1685,2024,2024-05-03,Carlton,Collingwood,MCG,0.5103,0.66,0.5830,6.50,-6
1686,2024,2024-05-04,Sydney,GWS Giants,SCG,0.6069,7.46,0.5520,4.00,29
1687,2024,2024-05-04,St Kilda,North Melbourne,Marvel Stadium,0.8318,30.09,0.8950,38.70,38
1688,2024,2024-05-04,Melbourne,Geelong,MCG,0.5760,5.16,0.5010,0.10,8
1689,2024,2024-05-04,West Coast,Essendon,Perth Stadium,0.2899,-16.23,0.3380,-12.90,-6
1690,2024,2024-05-05,Richmond,Fremantle,MCG,0.3421,-11.55,0.4090,-7.10,-54
1691,2024,2024-05-05,Western Bulldogs,Hawthorn,Marvel Stadium,0.7302,18.18,0.7340,19.30,-7
1692,2024,2024-05-05,Brisbane Lions,Gold Coast,Gabba,0.6990,15.19,0.6150,9.10,34
1693,2024,2024-05-09,Carlton,Melbourne,MCG,0.4763,-1.54,0.4230,-6.00,1
1694,2024,2024-05-10,Geelong,Port Adelaide,Kardinia Park,0.6644,12.11,0.6860,14.80,-6
1695,2024,2024-05-10,Fremantle,Sydney,Perth Stadium,0.3796,-8.51,0.4470,-4.10,-48
1696,2024,2024-05-11,Hawthorn,St Kilda,UTAS Stadium,0.4859,-0.91,0.4200,-6.20,5
1697,2024,2024-05-11,Essendon,GWS Giants,Marvel Stadium,0.3969,-7.17,0.3350,-13.00,20
1698,2024,2024-05-11,Richmond,Western Bulldogs,MCG,0.3780,-8.63,0.3680,-10.30,-91
1699,2024,2024-05-11,Gold Coast,North Melbourne,TIO Stadium,0.8026,26.24,0.8880,37.10,68
1700,2024,2024-05-12,Collingwood,West Coast,Marvel Stadium,0.8508,32.86,0.8950,38.40,66
1701,2024,2024-05-12,Adelaide,Brisbane Lions,Adelaide Oval,0.5022,0.14,0.5670,5.20,0
1702,2024,2024-05-16,Gold Coast,Geelong,TIO Stadium,0.4101,-6.18,0.4650,-2.70,64
1703,2024,2024-05-17,Sydney,Carlton,SCG,0.7630,21.62,0.6780,14.20,52
1704,2024,2024-05-18,Collingwood,Adelaide,MCG,0.6894,14.31,0.6930,15.50,4
1705,2024,2024-05-18,GWS Giants,Western Bulldogs,Sydney Showground,0.6967,14.98,0.5910,7.10,-27
1706,2024,2024-05-18,St Kilda,Fremantle,Marvel Stadium,0.4649,-2.30,0.5490,3.80,-17
1707,2024,2024-05-18,Brisbane Lions,Richmond,Gabba,0.8618,34.60,0.8910,38.00,119
1708,2024,2024-05-19,Essendon,North Melbourne,Marvel Stadium,0.8729,36.43,0.9290,45.30,40
1709,2024,2024-05-19,Port Adelaide,Hawthorn,Adelaide Oval,0.7620,21.50,0.8160,27.80,1
1710,2024,2024-05-19,West Coast,Melbourne,Perth Stadium,0.1825,-28.15,0.0930,-40.70,35
1711,2024,2024-05-23,Western Bulldogs,Sydney,Marvel Stadium,0.3446,-11.34,0.5470,3.70,-14
1712,2024,2024-05-24,Fremantle,Collingwood,Perth Stadium,0.5042,0.27,0.6760,14.40,0
1713,2024,2024-05-25,Carlton,Gold Coast,Marvel Stadium,0.6850,13.92,0.6420,11.40,29
1714,2024,2024-05-25,North Melbourne,Port Adelaide,Ninja Stadium,0.1549,-32.01,0.0640,-47.70,-59
