matchId,season,date,round,phase,home,away,venue,vbucket,predMargin,absPred,closeBand,weTipped,actualMargin,absActual,draw,miss,class,fieldN,fieldShareCorrect,fieldHomeShare,fieldFav,weAgainstField,ourProbWinner,fieldProbWinner,restHome,restAway,restDiff,postByeHome,postByeAway,weather,wet,gameid
47883,2026,2026-04-10,Round 5,early,Collingwood,Fremantle,Adelaide Oval,neutral,4.19,4.19,<6,home,-6,6,False,True,tipper_specific,28,0.929,0.071,away,True,0.438,0.57,8,7,1,False,False,,,38531
48647,2026,2026-04-11,Round 5,early,Essendon,Melbourne,Adelaide Oval,neutral,-18.83,18.83,12-24,away,45,45,False,True,consensus,28,0.0,0.0,away,False,0.263,0.238,6,6,0,False,False,,,38533
57765,2026,2026-04-19,Round 6,early,Melbourne,Brisbane Lions,MCG,shared_interstate,-21.35,21.35,12-24,away,2,2,False,True,consensus,28,0.0,0.0,away,False,0.239,0.283,8,8,0,False,False,,,38546
63165,2026,2026-04-23,Round 7,early,Western Bulldogs,Sydney,Marvel Stadium,shared_interstate,0.77,0.77,<6,home,-66,66,False,True,grey,28,0.429,0.571,home,False,0.488,0.491,6,6,0,False,False,,,38548
65954,2026,2026-04-25,Round 7,early,Port Adelaide,Geelong,Adelaide Oval,true_home_interstate,-23.93,23.93,12-24,away,30,30,False,True,consensus,28,0.0,0.0,away,False,0.216,0.241,7,8,-1,False,False,,,38552
72826,2026,2026-05-02,Round 8,early,West Coast,Richmond,Perth Stadium,true_home_interstate,6.57,6.57,6-12,home,-11,11,False,True,consensus,28,0.0,1.0,home,False,0.405,0.358,6,8,-2,False,False,,,38561
72840,2026,2026-05-14,Round 10,mid,Brisbane Lions,Geelong,Gabba,true_home_interstate,2.53,2.53,<6,home,-41,41,False,True,consensus,28,0.0,1.0,home,False,0.461,0.394,6,5,1,False,False,,,38575
72844,2026,2026-05-16,Round 10,mid,Melbourne,Hawthorn,MCG,shared_derby,-10.8,10.8,6-12,away,39,39,False,True,consensus,28,0.0,0.0,away,False,0.351,0.32,6,9,-3,False,False,,,38579
72845,2026,2026-05-16,Round 10,mid,Carlton,Western Bulldogs,Marvel Stadium,shared_derby,-11.15,11.15,6-12,away,12,12,False,True,consensus,28,0.071,0.071,away,False,0.347,0.379,8,8,0,False,False,,,38580
72848,2026,2026-05-17,Round 10,mid,West Coast,GWS Giants,Perth Stadium,true_home_interstate,-26.06,26.06,24+,away,17,17,False,True,consensus,28,0.0,0.0,away,False,0.199,0.221,7,8,-1,False,False,,,38583
72852,2026,2026-05-23,Round 11,mid,North Melbourne,Gold Coast,Marvel Stadium,shared_interstate,-14.56,14.56,12-24,away,6,6,False,True,consensus,28,0.0,0.0,away,False,0.308,0.359,7,8,-1,False,False,,,38587
72855,2026,2026-05-23,Round 11,mid,Port Adelaide,Carlton,Adelaide Oval,true_home_interstate,14.85,14.85,12-24,home,-34,34,False,True,consensus,28,0.0,1.0,home,False,0.305,0.384,8,7,1,False,False,,,38590
72856,2026,2026-05-24,Round 11,mid,GWS Giants,Brisbane Lions,Sydney Showground,true_home_interstate,-7.45,7.45,6-12,away,78,78,False,True,consensus,28,0.036,0.036,away,False,0.393,0.394,7,10,-3,False,False,,,38591
72859,2026,2026-05-29,Round 12,mid,Carlton,Geelong,MCG,shared_derby,-28.3,28.3,24+,away,4,4,False,True,consensus,28,0.0,0.0,away,False,0.181,0.254,6,6,0,False,False,,,38594
72863,2026,2026-05-31,Round 12,mid,Melbourne,GWS Giants,Traeger Park,true_home_interstate,4.63,4.63,<6,home,-49,49,False,True,grey,28,0.357,0.643,home,False,0.431,0.478,7,7,0,False,False,,,38598
72865,2026,2026-06-04,Round 13,mid,Adelaide,Geelong,Adelaide Oval,true_home_interstate,-9.0,9.0,6-12,away,1,1,False,True,consensus,28,0.107,0.071,away,False,0.373,0.414,14,6,8,True,False,,,38600
72866,2026,2026-06-05,Round 13,mid,Hawthorn,Western Bulldogs,MCG,shared_derby,14.39,14.39,12-24,home,-6,6,False,True,consensus,28,0.0,1.0,home,False,0.31,0.34,8,6,2,False,False,,,38601
72868,2026,2026-06-06,Round 13,mid,Gold Coast,Brisbane Lions,Carrara,true_home_same_state,12.95,12.95,12-24,home,-31,31,False,True,consensus,28,0.179,0.821,home,False,0.326,0.433,14,7,7,True,False,,,38603
72872,2026,2026-06-08,Round 13,mid,Collingwood,Melbourne,MCG,shared_derby,12.66,12.66,12-24,home,-8,8,False,True,consensus,28,0.107,0.893,home,False,0.329,0.449,9,8,1,False,False,,,38607
72873,2026,2026-06-11,Round 14,mid,Western Bulldogs,Adelaide,Marvel Stadium,shared_interstate,4.92,4.92,<6,home,-57,57,False,True,consensus,28,0.071,0.929,home,False,0.427,0.439,6,7,-1,False,False,,,38608
